analysis_spec,sample_role,analysis_sample_label,ccn_str,analysis_facility_name,analysis_state,year,ever_treated,treat_year,post_treat,event_time,deal_id,pe_firm,platform_name,transition_type,transition_verified,verification_tier,ownership_effective_date,baseline_medicaid_share,baseline_medicaid_n_years,baseline_medicare_share,baseline_medicare_n_years,high_medicare,any_private_equity_owner,any_reit_owner,any_trust_owner,any_investment_firm_owner,any_holding_company_owner,any_management_company_owner,baseline_window_start,baseline_window_end,baseline_method,valid_pseudocohorts,has_baseline_medicaid,has_form671,has_pbj_nurse,has_provider_info,has_provider_info_latest,has_owner_snapshot,has_chow_event,has_enrollment_snapshot,control_v2_eligible,control_v2_staffing_eligible,panel_years,years_with_form671,years_with_pbj_nurse,pbj_days_observed,pbj_mean_census,pbj_total_rn_hours,pbj_total_nurse_hours,pbj_mean_rn_hprd,pbj_mean_nurse_hprd,provider_reported_staffing_hprd,provider_staffing_rating,provider_rn_staffing_rating,provider_health_rating,provider_overall_rating,provider_qm_rating,provider_survey_score,provider_reported_incidents,provider_subst_complaints,provider_ic_citations,provider_number_of_fines,provider_total_fines_dollars,provider_payment_denials,provider_total_penalties,provider_changed_ownership_12m,form671_total_residents_mean,form671_medicaid_census_mean,form671_medicare_census_mean,form671_medicaid_share_mean,provider_ownership_type,provider_certified_beds,provider_avg_residents_per_day,provider_legal_business_name,provider_chain_name,provider_chain_id,provider_name,provider_state,facility_name_treatment,state_treatment,city_treatment,provider_processing_date,outcome_available_pbj_staffing,has_provider_staffing_outcome,has_star_rating_outcome,has_form671_payer_mix_outcome,sample_main_staffing,sample_provider_staffing,sample_star_ratings,sample_payer_mix_outcome
gold_main_v2,control,control_v2,155712,COVERED BRIDGE HEALTH CAMPUS,IN,2023,0,,,,,,,,,,,50.21009677419355,4.0,21.009490783410136,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,52.31064527260179,23843.83,66072.91,1.2512453346305743,3.4678835221829796,3.23558,3.0,,4.0,5.0,5.0,26.667,0.0,2.0,1.0,2.0,19500.0,0.0,2.0,N,69.0,27.0,6.0,0.391304347826087,Government - County,78.0,52.4,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,COVERED BRIDGE HEALTH CAMPUS,IN,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155712,COVERED BRIDGE HEALTH CAMPUS,IN,2024,0,,,,,,,,,,,50.21009677419355,4.0,21.009490783410136,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,52.105679646440514,21330.4,71964.38,1.1191711306925325,3.784429852737425,3.79678,4.0,,4.0,5.0,5.0,16.667,0.0,0.0,,0.0,0.0,0.0,0.0,N,69.0,27.0,6.0,0.391304347826087,Government - County,78.0,52.8,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,COVERED BRIDGE HEALTH CAMPUS,IN,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155712,COVERED BRIDGE HEALTH CAMPUS,IN,2025,0,,,,,,,,,,,50.21009677419355,4.0,21.009490783410136,4.0,1,False,True,True,False,True,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,52.254803489586095,14084.93,53588.44,0.9921713831451516,3.778890390180179,4.0068,4.0,,4.0,5.0,5.0,14.000,0.0,0.0,,0.0,0.0,0.0,0.0,N,73.0,34.0,6.0,0.4657534246575341,Government - County,78.0,48.7,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,COVERED BRIDGE HEALTH CAMPUS,IN,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155712,COVERED BRIDGE HEALTH CAMPUS,IN,2026,0,,,,,,,,,,,50.21009677419355,4.0,21.009490783410136,4.0,1,False,True,True,False,True,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,3.78369,4.0,,4.0,5.0,5.0,14.000,,,,0.0,0.0,0.0,0.0,N,,,,,Government - County,78.0,51.3,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,COVERED BRIDGE HEALTH CAMPUS,IN,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2016,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,4.94216,4.0,3.0,2.0,3.0,3.0,57.333,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,Government - City/county,68.0,51.0,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,,,STONEBRIDGE HEALTH CAMPUS,,,,,,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2017,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,57.45874674842066,13292.37,75817.0,0.6350274650708962,3.628575815536499,3.43421,2.0,2.0,4.0,4.0,3.0,23.333,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,68.0,57.0,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,,,STONEBRIDGE HEALTH CAMPUS,,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2018,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,55.68023769708552,9925.29,67932.42,0.4909083651101454,3.3504459557368382,3.34816,,3.0,,,,13.600,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,68.0,57.5,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,,,STONEBRIDGE HEALTH CAMPUS,,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2019,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,53.43555900621118,10974.08,65167.46000000001,0.562833936919875,3.3516189380025976,3.2483,,2.0,,,,8.667,0.0,2.0,,0.0,0.0,0.0,0.0,N,,,,,Government - County,68.0,53.3,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,,,STONEBRIDGE HEALTH CAMPUS,,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2020,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,48.79279144768275,10239.46,66276.03,0.5816603762968335,3.7442908381901505,3.51681,3.0,3.0,5.0,5.0,3.0,8.667,0.0,2.0,,0.0,0.0,0.0,0.0,N,,,,,Government - County,68.0,49.9,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,,,STONEBRIDGE HEALTH CAMPUS,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2021,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,47.00877793703881,10880.27,61056.2,0.6306302310711596,3.581053687870877,3.53813,3.0,3.0,5.0,5.0,3.0,9.333,0.0,3.0,0.0,1.0,650.0,0.0,1.0,N,,,,,Government - County,68.0,46.3,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,,,STONEBRIDGE HEALTH CAMPUS,,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2022,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,53.42458857567553,15459.78,65894.62,0.7940239414417629,3.387558973837326,3.40675,3.0,,5.0,5.0,4.0,10.667,0.0,1.0,0.0,1.0,650.0,0.0,1.0,N,,,,,For profit - Corporation,68.0,52.6,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,,,STONEBRIDGE HEALTH CAMPUS,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2023,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,52.16757379094335,15796.25,66392.48,0.8289969566605798,3.4971682123285976,3.66534,3.0,,4.0,4.0,3.0,23.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N,54.0,35.0,8.0,0.6481481481481481,For profit - Corporation,68.0,50.0,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,STONEBRIDGE HEALTH CAMPUS,IN,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2024,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,58.454102962255135,14393.81,67568.0,0.679610434550485,3.1652844541548086,3.17341,3.0,,4.0,4.0,4.0,20.000,0.0,0.0,0.0,1.0,7442.5,0.0,1.0,N,62.5,34.5,10.5,0.5798611111111112,For profit - Corporation,68.0,56.5,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,STONEBRIDGE HEALTH CAMPUS,IN,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2025,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,False,True,False,False,True,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,62.0618587531631,10593.25,58809.21,0.6241995861212383,3.4745606617014553,3.52739,3.0,,5.0,5.0,5.0,3.000,0.0,3.0,,1.0,7443.0,0.0,1.0,N,88.0,33.0,18.0,0.375,For profit - Corporation,68.0,61.4,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,STONEBRIDGE HEALTH CAMPUS,IN,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155727,STONEBRIDGE HEALTH CAMPUS,IN,2026,0,,,,,,,,,,,62.01879723502304,4.0,25.04365207373272,4.0,1,False,True,False,False,True,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,3.50525,3.0,,5.0,5.0,5.0,3.000,,,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,68.0,63.4,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,STONEBRIDGE HEALTH CAMPUS,IN,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2016,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,4.213,3.0,3.0,2.0,2.0,3.0,46.000,0.0,9.0,,0.0,0.0,0.0,0.0,N,,,,,Government - County,68.0,50.0,HANCOCK REGIONAL HOSPITAL,,,ASHFORD PLACE HEALTH CAMPUS,,,,,,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2017,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,52.624842066146414,19201.57,74260.41,0.9998205516602454,3.882736585473199,3.61182,2.0,4.0,2.0,3.0,5.0,46.000,0.0,4.0,,0.0,0.0,0.0,0.0,N,,,,,Government - County,68.0,55.0,HANCOCK REGIONAL HOSPITAL,,,ASHFORD PLACE HEALTH CAMPUS,,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2018,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,55.18261002282741,14327.26,69317.04000000001,0.713609895810404,3.450379982970067,3.45201,,3.0,,,,41.600,0.0,1.0,,1.0,6500.0,0.0,1.0,N,,,,,Government - County,68.0,55.0,HANCOCK REGIONAL HOSPITAL,,,ASHFORD PLACE HEALTH CAMPUS,,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2019,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,57.54716847162499,13616.72,66532.91,0.6475690173170352,3.170647245499117,3.09915,,2.0,,,,50.667,0.0,1.0,,1.0,6500.0,0.0,1.0,N,,,,,Government - County,68.0,56.8,HANCOCK REGIONAL HOSPITAL,,,ASHFORD PLACE HEALTH CAMPUS,,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2020,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,49.30831939799331,13563.91,64509.77,0.7552627617105836,3.5897655286636683,3.68279,3.0,3.0,3.0,4.0,5.0,48.667,0.0,1.0,,1.0,6500.0,0.0,1.0,N,,,,,Government - County,68.0,46.6,HANCOCK REGIONAL HOSPITAL,,,ASHFORD PLACE HEALTH CAMPUS,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2021,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,51.03251247544726,11463.69,64126.600000000006,0.6229881127497344,3.4539013079919254,3.41132,2.0,3.0,2.0,3.0,5.0,58.000,0.0,1.0,3.0,4.0,26650.0,0.0,4.0,N,,,,,Government - County,68.0,53.2,HANCOCK REGIONAL HOSPITAL,,,ASHFORD PLACE HEALTH CAMPUS,,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2022,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,50.81595264638743,14237.12,69217.47,0.7685314746038395,3.737179298385571,3.74582,4.0,,2.0,3.0,5.0,63.333,0.0,8.0,3.0,3.0,20150.0,0.0,3.0,N,,,,,Government - County,68.0,50.6,HANCOCK REGIONAL HOSPITAL,,,ASHFORD PLACE HEALTH CAMPUS,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2023,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,48.86415498752456,13883.35,69133.98999999999,0.7810503774980623,3.890610539224702,3.98279,3.0,,1.0,2.0,5.0,119.500,0.0,9.0,1.0,2.0,19808.75,0.0,2.0,N,49.0,22.0,20.0,0.4489795918367347,For profit - Corporation,68.0,47.2,HANCOCK REGIONAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,ASHFORD PLACE HEALTH CAMPUS,IN,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2024,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,51.838270425226945,11238.78,68510.56,0.5954181259913535,3.623103153108904,3.42303,2.0,,1.0,1.0,4.0,95.000,0.0,9.0,0.0,2.0,38944.75,1.0,3.0,N,53.5,25.75,15.5,0.4804267161410018,For profit - Corporation,68.0,53.1,HANCOCK REGIONAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,ASHFORD PLACE HEALTH CAMPUS,IN,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2025,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,False,True,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,51.261812744421434,8101.36,54469.31,0.5808155942741245,3.901120602125785,3.87249,3.0,,2.0,3.0,5.0,76.250,2.0,7.0,,1.0,28886.0,1.0,2.0,N,53.666666666666664,29.666666666666668,12.666666666666666,0.5560308972073678,For profit - Corporation,68.0,51.6,HANCOCK REGIONAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,ASHFORD PLACE HEALTH CAMPUS,IN,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155735,ASHFORD PLACE HEALTH CAMPUS,IN,2026,0,,,,,,,,,,,53.19409907834102,4.0,22.03215207373272,4.0,1,False,True,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,3.7778,3.0,,3.0,4.0,5.0,30.000,,,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Other,68.0,53.4,HANCOCK REGIONAL HOSPITAL,TRILOGY HEALTH SERVICES,524.0,ASHFORD PLACE HEALTH CAMPUS,IN,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2016,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,3.59465,3.0,4.0,4.0,4.0,2.0,24.000,0.0,4.0,,0.0,0.0,0.0,0.0,Y,,,,,For profit - Corporation,68.0,56.0,PUTNAM COUNTY HOSPITAL,,,MILL POND HEALTH CAMPUS,,,,,,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2017,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,58.587414397197,9402.61,69165.97,0.4419965746953507,3.2469200443393187,3.68091,3.0,3.0,4.0,3.0,1.0,26.000,0.0,4.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,68.0,55.0,PUTNAM COUNTY HOSPITAL,,,MILL POND HEALTH CAMPUS,,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2018,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,56.4130806391676,11164.25,69609.53,0.5431457370925078,3.383956956043081,3.38136,,3.0,,,,23.200,0.0,1.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,68.0,57.8,PUTNAM COUNTY HOSPITAL,,,MILL POND HEALTH CAMPUS,,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2019,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,51.46468917555874,12381.28,64405.36,0.661945717559334,3.4479713347969043,3.11162,,3.0,,,,26.667,0.0,1.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,68.0,56.5,PUTNAM COUNTY HOSPITAL,,,MILL POND HEALTH CAMPUS,,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2020,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,44.4375,12714.35,61564.380000000005,0.7889819901016532,3.8213042899251857,4.03733,4.0,4.0,4.0,4.0,3.0,26.667,0.0,1.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Corporation,68.0,39.5,PUTNAM COUNTY HOSPITAL,,,MILL POND HEALTH CAMPUS,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2021,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,46.27772734511865,10298.18,61134.79,0.6193922956298482,3.6181782073638806,3.51552,2.0,2.0,4.0,4.0,3.0,28.000,0.0,0.0,2.0,2.0,10400.0,0.0,2.0,N,,,,,For profit - Corporation,68.0,49.7,PUTNAM COUNTY HOSPITAL,,,MILL POND HEALTH CAMPUS,,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2022,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,41.80314739608218,9487.42,49205.19,0.6248787754278813,3.2320326043465495,3.32947,2.0,,4.0,4.0,2.0,28.667,1.0,0.0,2.0,3.0,20150.0,0.0,3.0,N,,,,,For profit - Corporation,68.0,40.8,PUTNAM COUNTY HOSPITAL,,,MILL POND HEALTH CAMPUS,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2023,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,46.131761294261295,11204.54,52513.19,0.6611806863931999,3.12821304365888,3.03796,2.0,,2.0,2.0,4.0,57.333,1.0,3.0,2.0,3.0,34500.0,0.0,3.0,N,41.0,26.0,5.0,0.6341463414634146,For profit - Corporation,68.0,45.1,PUTNAM COUNTY HOSPITAL,TRILOGY HEALTH SERVICES,524.0,MILL POND HEALTH CAMPUS,IN,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2024,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,50.40420449116101,17006.04,61821.29,0.9236383571415312,3.3579159839857993,3.2447,2.0,,3.0,3.0,4.0,36.000,1.0,3.0,,1.0,10381.8,0.0,1.0,N,47.0,32.0,9.0,0.6808510638297872,Government - County,68.0,53.5,PUTNAM COUNTY HOSPITAL,TRILOGY HEALTH SERVICES,524.0,MILL POND HEALTH CAMPUS,IN,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2025,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,False,True,False,False,True,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,54.53749270053618,11219.5,49849.850000000006,0.7630754550070061,3.362015949573369,3.40732,2.0,,3.0,4.0,5.0,25.000,1.0,5.0,,0.0,0.0,0.0,0.0,N,49.0,30.0,9.0,0.6136170212765957,Government - County,68.0,54.7,PUTNAM COUNTY HOSPITAL,TRILOGY HEALTH SERVICES,524.0,MILL POND HEALTH CAMPUS,IN,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_main_v2,control,control_v2,155736,MILL POND HEALTH CAMPUS,IN,2026,0,,,,,,,,,,,61.1349400921659,4.0,17.66633870967742,4.0,1,False,True,False,False,True,True,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,3.14438,2.0,,4.0,5.0,5.0,20.000,,,,0.0,0.0,0.0,0.0,N,,,,,Government - County,68.0,58.6,PUTNAM COUNTY HOSPITAL,TRILOGY HEALTH SERVICES,524.0,MILL POND HEALTH CAMPUS,IN,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_main_v2,control,control_v2,155762,FOREST PARK HEALTH CAMPUS,IN,2016,0,,,,,,,,,,,57.72119815668203,4.0,25.126582949308755,4.0,1,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,5.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,3.79922,3.0,3.0,3.0,3.0,4.0,36.667,0.0,6.0,,0.0,0.0,0.0,0.0,Y,,,,,For profit - Corporation,70.0,64.0,HENRY COUNTY MEMORIAL HOSPITAL,,,FOREST PARK HEALTH CAMPUS,,,,,,0,1,1,0,0,1,1,0
