ccn_str,facility_name,state,sample_role,provider_chain_name_latest,owner_name_raw_primary,owner_identification_method,owner_cluster,public_parent_name,public_entity_type,public_reit_status,public_source_label,public_source_url,public_source_note,verification_confidence,reit_years_in_panel,takeover_date_best,takeover_date_best_source,owner_takeover_date_estimated,change_in_ownership_date_if_observed,prior_owner_name_if_observed,prior_owner_candidates_pre_reit_snapshot,current_owner_visible_in_pre_reit_snapshot,ownership_change_signal,owner_aliases_raw,parent_owner_name,owner_source_type,owner_source_label,owner_source_url,owner_source_note,first_reit_year_in_panel,last_reit_year_in_panel,consecutive_reit_run_start,consecutive_reit_run_end,consecutive_reit_run_length,first_reit_snapshot_date,last_reit_snapshot_date,owner_takeover_date_source,change_in_ownership_type,prior_owner_source,all_buyer_chow_dates,all_buyer_chow_seller_names,pre_reit_snapshot_date,pre_reit_snapshot_owner_entities,cluster_size
255260,HILLTOP MANOR HEALTH AND REHABILITATION CENTER,MS,control,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,FC ENCORE UNION LLC,named_reit_owner_row,FC ENCORE UNION LLC,FC ENCORE UNION LLC,private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2025-05-01,CMS owner association date,2025-05-01,,,LV INVESTMENT LLC|LAVIE CARE CENTERS LLC|CENTENNIAL HEALTHCARE HOLDING CO LLC|FC INVESTORS XXI LLC|CONSULATE MANAGEMENT COMPANY III LLC|LV OPERATIONS II LLC|LV OPERATIONS I LLC|CENTENNIAL HEALTHCARE PROPERTIES LLC|LAVIE HOLDCO LLC|TIMOTHY H LEHNER LLC MANAGER,False,different_named_entities_in_pre_reit_snapshot,FC ENCORE UNION LLC,FC ENCORE UNION LLC,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-11-06,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-10-01,LV INVESTMENT LLC|LAVIE CARE CENTERS LLC|CENTENNIAL HEALTHCARE HOLDING CO LLC|FC INVESTORS XXI LLC|CONSULATE MANAGEMENT COMPANY III LLC|ALEX S SMITH EXECUTIVE DIRECTOR (NHA)|JOHN THOMAS MANAGER|JOHN THOMAS|LV OPERATIONS II LLC|LV OPERATIONS I LLC|CENTENNIAL HEALTHCARE PROPERTIES LLC|LAVIE HOLDCO LLC|TIMOTHY H LEHNER LLC MANAGER|TIMOTHY H LEHNER,1
555797,GORDON LANE CARE CENTER,CA,control,DAVID & FRANK JOHNSON,"FULLERTON CALIFORNIA, LP",named_reit_owner_row,"FULLERTON CALIFORNIA, LP","FULLERTON CALIFORNIA, LP",private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2025-02-11,CMS owner association date,2025-02-11,,,SADAF ROODBAEI NURSING HOME ADMINISTRATOR|GORDON LANE HEALTHCARE LLC,False,different_named_entities_in_pre_reit_snapshot,"FULLERTON CALIFORNIA, LP","FULLERTON CALIFORNIA, LP",cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-12-02,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-11-06,SUN MAR MANAGEMENT SERVICES|SADAF ROODBAEI NURSING HOME ADMINISTRATOR|DAVID A JOHNSON|FRANK A JOHNSON|ELI MARMUR|ADRIAN DEHGHANMANESH CFO|GORDON LANE HEALTHCARE LLC,1
366129,GILLETTE NURSING HOME,OH,control,,GILLETTE ASSOCIATES LIMITED PARTNERSHIP,named_reit_owner_row,GILLETTE ASSOCIATES LIMITED PARTNERSHIP,GILLETTE ASSOCIATES LIMITED PARTNERSHIP,private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,1990-01-01,CMS owner association date,1990-01-01,,,HOUSING AND HEALTHCARE FINANCE LLC,False,different_named_entities_in_pre_reit_snapshot,GILLETTE ASSOCIATES LIMITED PARTNERSHIP,GILLETTE ASSOCIATES LIMITED PARTNERSHIP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-06-02,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-05-01,"HOUSING AND HEALTHCARE FINANCE LLC|DOUGLAS STEIN|DOUGLAS STEIN VICE PRESIDENT & SECRETARY|DOUGLAS STEIN BOARD MEMBER|TODD STEIN|TODD STEIN PRESIDENT, TREASURER, ADMINISTRA|TODD STEIN BOARD MEMBER|TODD STEIN ADMINISTRATOR|KAPIL KWATRA MD;",1
055989,HERITAGE MANOR,CA,control,DAVID & FRANK JOHNSON,HERITAGE MONTEREY ASSOCIATES LP,named_reit_owner_row,HERITAGE MONTEREY ASSOCIATES LP,HERITAGE MONTEREY ASSOCIATES LP,private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2025-02-11,CMS owner association date,2025-02-11,,,,False,no_prior_snapshot_org_entity_available,HERITAGE MONTEREY ASSOCIATES LP,HERITAGE MONTEREY ASSOCIATES LP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-08-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-07-01,WILLIAM C PRESNELL CFO|FRANK A JOHNSON|ELI MARMUR|ELI MARMUR CHAIRMAN OF THE BOARD|IRVING H BAUMAN|IRVING H BAUMAN PRESIDENT,1
365828,HARVARD GARDENS REHABILITATION & CARE CENTER,OH,control,,HGRCC HOLDINGS LLC,named_reit_owner_row,HGRCC HOLDINGS LLC,HGRCC HOLDINGS LLC,private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2024-04-19,CMS owner association date,2024-04-19,,,,True,same_owner_already_visible_pre_reit,HGRCC HOLDINGS LLC,HGRCC HOLDINGS LLC,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-05-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-04-01,SUSAN EIDILSZ-STERN|SAM STERN|HGRCC HOLDINGS LLC|TENISHIA TASHAWN CUNNINGHAM AD;,1
345309,Liberty Commons Nursing and Rehabilitation Center,NC,control,LIBERTY SENIOR LIVING,"LIBERTY LONG TERM CARE, LLC",same_snapshot_owner_fallback,"LIBERTY LONG TERM CARE, LLC","LIBERTY LONG TERM CARE, LLC",private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2005-07-01,CMS owner association date,2005-07-01,,,"LIBERTY HEALTHCARE MANAGEMENT, INC|LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF HALIFAX COUNTY, L",True,same_owner_already_visible_pre_reit,"LIBERTY LONG TERM CARE, LLC","LIBERTY LONG TERM CARE, LLC",cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,"EVELYN MAY ADMINISTRATOR|LIBERTY HEALTHCARE MANAGEMENT, INC|LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF HALIFAX COUNTY, L|JEFFREY S. WILSON|JOHN ALBERT MCNEILL|LIBERTY LONG TERM CARE, LLC|PENNY T. PURIFOY|ROBERT B MILLER|RONALD BENJAMIN MCNEILL",1
155808,WELLBROOKE OF WESTFIELD,IN,control,TRILOGY HEALTH SERVICES,MS WESTFIELD LP,named_reit_owner_row,MS WESTFIELD LP,MS WESTFIELD LP,private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2015-12-01,CMS owner association date,2015-12-01,,,"HANCOCK REGIONAL HOSPITAL|TRILOGY MANAGEMENT SERVICES, LLC",False,different_named_entities_in_pre_reit_snapshot,MS WESTFIELD LP,MS WESTFIELD LP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,"ROY L WILSON BOARD MEMBER|TIMOTHY G CLARK BOARD MEMBER|HANCOCK REGIONAL HOSPITAL|ROGER S PIOTROWICZ ADMINISTRATOR|STEVEN V LONG PRESIDENT/CEO|TRILOGY MANAGEMENT SERVICES, LLC|JOSHUA DAUGHERTY VICE CHAIR|DEAN R FELKER BOARD MEMBER|MARIA F BOND SECRETARY|JAMES W MILLER BOARD MEMBER|SARA M JOYNER BOARD MEMBER",1
455804,NORTHGATE HEALTH AND REHABILITATION CENTER,TX,control,SUMMIT LTC,NORTHGATE REALTY VENTURES LLC,named_reit_owner_row,NORTHGATE REALTY VENTURES LLC,NORTHGATE REALTY VENTURES LLC,private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2018-12-06,CMS owner association date,2018-12-06,,,SSC SAN ANTONIO NORTHGATE OPERATING COMPANY LLC|UVALDE COUNTY HOSPITAL AUTHORITY,False,different_named_entities_in_pre_reit_snapshot,NORTHGATE REALTY VENTURES LLC,NORTHGATE REALTY VENTURES LLC,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,THOMAS J NORDWICK SENIOR EXEC - LTC|RAUL E ZAMORA BOARD MEMBER|SSC SAN ANTONIO NORTHGATE OPERATING COMPANY LLC|MONICA E GUTIERREZ BOARD MEMBER|GAJANAN V GAITONDE BOARD MEMBER|KELLY A FAGLIE BOARD MEMBER|ADAM APOLINAR CHIEF EXECUTIVE OFFICER|WILLIAM A KESSLER BOARD MEMBER|HECTOR E GONZALES BOARD MEMBER|UVALDE COUNTY HOSPITAL AUTHORITY|BENJAMIN G ELLIOTT BOARD MEMBER|TERRI CONTRERAS CHIEF FINANCIAL OFFICER,1
395300,PERRY HEALTH & REHAB CENTER,PA,control,COMMUNICARE HEALTH,"OMG MSTR LSCO, LLC",same_snapshot_owner_fallback,"OMG MSTR LSCO, LLC","OMG MSTR LSCO, LLC",private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2005-06-28,CMS owner association date,2005-06-28,,,"RONALD S WILHEIM 2012 SPOUSAL TRUST|I. ROSEDALE IRREVOCABLE TRUST|C.R. STOLTZ IRREVOCABLE TRUST|WILHEIM FAMILY INVESTMENT COMPANY|RRW, LLC|HEALTH CARE HOLDINGS, LLC|C.R. STOLTZ, LLC|THE STEPHEN L. ROSEDALE 2012 SPOUSAL TRUST|ROSEDALE FAMILY INVESTMENT COMPANY, INC|S.L. ROSEDALE IRREVOCABLE TRUST|HEALTH CARE FACILITY MANAGEMENT, LLC|R.S. WILHEIM IRREVOCABLE TRUST",True,same_owner_already_visible_pre_reit,"OMG MSTR LSCO, LLC","OMG MSTR LSCO, LLC",cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,"RONALD S WILHEIM 2012 SPOUSAL TRUST|I. ROSEDALE IRREVOCABLE TRUST|C.R. STOLTZ IRREVOCABLE TRUST|WILHEIM FAMILY INVESTMENT COMPANY|RRW, LLC|HEALTH CARE HOLDINGS, LLC|C.R. STOLTZ, LLC|TERRI PRIZER|THE STEPHEN L. ROSEDALE 2012 SPOUSAL TRUST|ROSEDALE FAMILY INVESTMENT COMPANY, INC|OMG MSTR LSCO, LLC|RICHARD ODENTHAL COO|RICHARD ODENTHAL CHAIN HOIME OFFICE ADMINISTRATOR|S.L. ROSEDALE IRREVOCABLE TRUST|HEALTH CARE FACILITY MANAGEMENT, LLC|R.S. WILHEIM IRREVOCABLE TRUST|SUSAN TREAT-MACK|CHARLES STOLTZ CFO",1
055282,POMONA VISTA CARE CENTER,CA,control,DAVID & FRANK JOHNSON,POMONA VISTA LP,named_reit_owner_row,POMONA VISTA LP,POMONA VISTA LP,private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2025-02-11,CMS owner association date,2025-02-11,,,MJB PARTNERS LLC|WILLIAM C PRESNELL MANAGER OF THE LLC|ALESSANDRA HOVEY NURSING HOME ADMINISTRATOR|FRANK A JOHNSON MANAGING MEMBER OF LLC|IRVING H BAUMAN MANAGING MEMBER OF LLC,False,different_named_entities_in_pre_reit_snapshot,POMONA VISTA LP,POMONA VISTA LP,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-11-06,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-10-01,SUN MAR MANAGEMENT SERVICES|MJB PARTNERS LLC|WILLIAM C PRESNELL MANAGER OF THE LLC|ALESSANDRA HOVEY NURSING HOME ADMINISTRATOR|DAVID A JOHNSON|FRANK A JOHNSON|FRANK A JOHNSON CEO/CHAIRMAN OF THE BOARD|FRANK A JOHNSON MANAGING MEMBER OF LLC|ELI MARMUR|THOMAS M CHAMBERS|ADRIAN DEHGHANMANESH|IRVING H BAUMAN|IRVING H BAUMAN MANAGING MEMBER OF LLC|NATHAN URE COO,1
215231,CLINTON HEALTHCARE CENTER,MD,control,COMMUNICARE HEALTH,"PV REALTY-CLINTON, LLC",named_reit_owner_row,"PV REALTY-CLINTON, LLC","PV REALTY-CLINTON, LLC",private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2016-01-01,CMS owner association date,2016-01-01,,,"RONALD S WILHEIM 2012 SPOUSAL TRUST|I. ROSEDALE IRREVOCABLE TRUST|C.R. STOLTZ FAMILY INVESTMENT COMPANY INC|C.R. STOLTZ IRREVOCABLE TRUST|WILHEIM FAMILY INVESTMENT COMPANY|RRW, LLC|WO HOLDINGS LLC|HEALTH CARE HOLDINGS, LLC|I. ROSEDALE FAMILY INVESTMENT COMPANY INC|ROSEDALE FAMILY INVESTMENT COMPANY, INC|S.L. ROSEDALE IRREVOCABLE TRUST|HEALTH CARE FACILITY MANAGEMENT, LLC|R.S. WILHEIM IRREVOCABLE TRUST",False,different_named_entities_in_pre_reit_snapshot,"PV REALTY-CLINTON, LLC","PV REALTY-CLINTON, LLC",cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-08-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-07-01,"RONALD S WILHEIM 2012 SPOUSAL TRUST|WILBER GALEAS ADMINISTRATOR|I. ROSEDALE IRREVOCABLE TRUST|C.R. STOLTZ FAMILY INVESTMENT COMPANY INC|C.R. STOLTZ IRREVOCABLE TRUST|WILHEIM FAMILY INVESTMENT COMPANY|RRW, LLC|WO HOLDINGS LLC|HEALTH CARE HOLDINGS, LLC|I. ROSEDALE FAMILY INVESTMENT COMPANY INC|ROSEDALE FAMILY INVESTMENT COMPANY, INC|RICHARD ODENTHAL COO|S.L. ROSEDALE IRREVOCABLE TRUST|HEALTH CARE FACILITY MANAGEMENT, LLC|R.S. WILHEIM IRREVOCABLE TRUST|CHARLES STOLTZ CFO",1
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,NJ,control,OCEAN HEALTHCARE,SOFFER FAMILY ASSOCIATES LLC,named_reit_owner_row,SOFFER FAMILY ASSOCIATES LLC,SOFFER FAMILY ASSOCIATES LLC,private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2006-09-01,CMS owner association date,2006-09-01,,,,True,same_owner_already_visible_pre_reit,SOFFER FAMILY ASSOCIATES LLC,SOFFER FAMILY ASSOCIATES LLC,cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-08-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-07-01,YEHUDA GOLDBERG AD;|MICHAEL BERMAN|DEBORAH F FEIGENBAUM|AVRAHAM R FEIGENBAUM|AVROHOM Y MAIEROVITS|SOFFER FAMILY ASSOCIATES LLC|JOSEPH MEISELS,1
555908,SOUTH PASADENA CARE CENTER,CA,control,,"SOUTH PASADENA CARE CENTER, LLC",same_snapshot_owner_fallback,"SOUTH PASADENA CARE CENTER, LLC","SOUTH PASADENA CARE CENTER, LLC",private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2015-07-20,CMS owner association date,2015-07-20,,,ANTHONY G PADAMA ADMINISTRATOR OF FACILITY,True,same_owner_already_visible_pre_reit,"SOUTH PASADENA CARE CENTER, LLC","SOUTH PASADENA CARE CENTER, LLC",cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-05-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-04-01,"ANTHONY G PADAMA ADMINISTRATOR OF FACILITY|SOUTH PASADENA CARE CENTER, LLC|ELLIOT ZEMEL|YEHUDA SCHMUKLER",1
225326,"RESERVOIR CENTER FOR HEALTH & REHABILITATION, THE",MA,control,NATIONAL HEALTH CARE ASSOCIATES,"VK HEALTH FACILITIES, LLC",same_snapshot_owner_fallback,"VK HEALTH FACILITIES, LLC","VK HEALTH FACILITIES, LLC",private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2013-01-15,CMS owner association date,2013-01-15,,,"MARVIN OSTREICHER 2012 FAMILY TRUST|SUSAN OSTREICHER 2012 FAMILY TRUST|MSO ASSOCIATES, LLC",True,same_owner_already_visible_pre_reit,"VK HEALTH FACILITIES, LLC","VK HEALTH FACILITIES, LLC",cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,"MARVIN J. OSTREICHER|MARVIN OSTREICHER 2012 FAMILY TRUST|VENTAS NHV FUND|SUSAN OSTREICHER 2012 FAMILY TRUST|VK HEALTH FACILITIES, LLC|KALMAN Y SCHOOR|ROBERT GLUCK|BARRY BOKOW VICE PRESIDENT|JONAH JAY LOBELL|LADAN AZARM ADMINISTRATOR|MERIDIAN CAPITAL FOUNDATION|SUSAN OSTREICHER|MIRIAM DAVID|MSO ASSOCIATES, LLC|ALBERT DAVID|MOSHE SHAYA-MOGRABY|ABRAHAM WEINSTOCK",1
515162,MCDOWELL HEALTHCARE CENTER,WV,control,COMMUNICARE HEALTH,"WV AMFM OP CO., LLC",same_snapshot_owner_fallback,"WV AMFM OP CO., LLC","WV AMFM OP CO., LLC",private_real_estate_or_operating_entity,unclear,CMS owner entity name,,"Private entity visible in CMS ownership data, but I did not find enough public evidence in this pass to classify it confidently as REIT or non-REIT.",low,2025|2026,2023-04-14,CMS owner association date,2023-04-14,,,"RONALD S WILHEIM 2012 SPOUSAL TRUST|I. ROSEDALE IRREVOCABLE TRUST|C.R. STOLTZ FAMILY INVESTMENT COMPANY INC|C.R. STOLTZ IRREVOCABLE TRUST|WILHEIM FAMILY INVESTMENT COMPANY, INC.|RRW, LLC|HEALT CARE HOLDINGS, LLC|I. ROSEDALE FAMILY INVESTMENT COMPANY INC|ROSEDALE FAMILY INVESTMENT COMPANY, INC|S.L. ROSEDALE IRREVOCABLE TRUST|HEALTH CARE FACILITY MANAGEMENT, LLC|R.S. WILHEIM IRREVOCABLE TRUST",True,same_owner_already_visible_pre_reit,"WV AMFM OP CO., LLC","WV AMFM OP CO., LLC",cms_raw_owner_file_only,CMS SNF All Owners raw ownership file,,No additional official web source attached in this pass; owner name carried directly from the CMS raw ownership snapshot.,2025,2026,2025,2026,2,2025-12-02,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-11-06,"RONALD S WILHEIM 2012 SPOUSAL TRUST|WV AMFM OP CO., LLC|I. ROSEDALE IRREVOCABLE TRUST|C.R. STOLTZ FAMILY INVESTMENT COMPANY INC|C.R. STOLTZ IRREVOCABLE TRUST|WILHEIM FAMILY INVESTMENT COMPANY, INC.|RRW, LLC|HEALT CARE HOLDINGS, LLC|DONNA GROVES DIRECTOR OF OPERATIONAL FINANCE|I. ROSEDALE FAMILY INVESTMENT COMPANY INC|ROSEDALE FAMILY INVESTMENT COMPANY, INC|MICHELLE BISHOP ADMINISTRATOR|RICHARD ODENTHAL COO|S.L. ROSEDALE IRREVOCABLE TRUST|HEALTH CARE FACILITY MANAGEMENT, LLC|R.S. WILHEIM IRREVOCABLE TRUST|CHARLES STOLTZ TREASURER",1
155816,ARLINGTON PLACE HEALTH CAMPUS,IN,control,TRILOGY HEALTH SERVICES,AMERICAN HEALTHCARE REIT INC,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2015-12-01,CMS owner association date,2015-12-01,,,TRILOGY MANAGEMENT SERVICES LLC|WITHAM MEMORIAL HOSPITAL,False,different_named_entities_in_pre_reit_snapshot,AMERICAN HEALTHCARE REIT INC|TRILOGY REAL ESTATE INVESTMENT TRUST,"American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-12-02,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-11-06,"KELLY BRAVERMAN CEO, PRESIDENT|STEPHEN J BARDOCZI VICE PRESIDENT|TRILOGY MANAGEMENT SERVICES LLC|WITHAM MEMORIAL HOSPITAL|DANIEL E SELLERS CFO|MICHAEL JASON HORNBECKER BOARD TRUSTEE|ANDREA CASTETTER BOARD TRUSTEE|CLAUDE A HAWKINS BOARD TRUSTEE|JOHN W BRAND BOARD TRUSTEE|BRETT BAYSTON BOARD TRUSTEE",38
155735,ASHFORD PLACE HEALTH CAMPUS,IN,control,TRILOGY HEALTH SERVICES,TRILOGY REAL ESTATE INVESTMENT TRUST,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2015-12-01,CMS owner association date,2015-12-01,,,"HANCOCK REGIONAL HOSPITAL|TRILOGY HEALTHCARE OPERATIONS OF SHELBYVILLE, LLC",False,different_named_entities_in_pre_reit_snapshot,"AMERICAN HEALTHCARE REIT, INC.|TRILOGY REAL ESTATE INVESTMENT TRUST|AMERICAN HEALTHCARE REIT INC","American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-09-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-08-01,"ROY L WILSON BOARD MEMBER|TIMOTHY G CLARK BOARD MEMBER|HANCOCK REGIONAL HOSPITAL|ZACHARY SIMPSON ADMINISTRATOR|STEVEN V LONG PRESIDENT/CEO|TRILOGY HEALTHCARE OPERATIONS OF SHELBYVILLE, LLC|JOSHUA DAUGHERTY VICE CHAIR|DEAN R FELKER BOARD MEMBER|MARIA F BOND SECRETARY|JAMES W MILLER BOARD MEMBER|SARA M JOYNER BOARD MEMBER",38
