analysis_spec,sample_role,analysis_sample_label,treatment_analysis_sample,ccn_str,analysis_facility_name,analysis_state,year,ever_treated,treat_year,post_treat,event_time,deal_id,pe_firm,platform_name,transition_type,transition_verified,verification_tier,ownership_effective_date,baseline_medicaid_share,baseline_medicaid_n_years,baseline_medicare_share,baseline_medicare_n_years,baseline_avgadl_mds3,baseline_avgadl_mds3_n_years,high_medicare,ltcfocus_avgadl_mds3,ltcfocus_avg_dailycensus,any_private_equity_owner,any_reit_owner,any_trust_owner,any_investment_firm_owner,any_holding_company_owner,any_management_company_owner,baseline_window_start,baseline_window_end,baseline_method,valid_pseudocohorts,has_baseline_medicaid,has_form671,has_pbj_nurse,has_provider_info,has_provider_info_latest,has_owner_snapshot,has_chow_event,has_enrollment_snapshot,control_v2_gold_plus_silver_eligible,control_v2_gold_plus_silver_staffing_eligible,panel_years,years_with_form671,years_with_pbj_nurse,pbj_days_observed,pbj_mean_census,pbj_total_rn_hours,pbj_total_nurse_hours,pbj_mean_rn_hprd,pbj_mean_nurse_hprd,provider_reported_staffing_hprd,provider_staffing_rating,provider_rn_staffing_rating,provider_health_rating,provider_overall_rating,provider_qm_rating,provider_survey_score,provider_reported_incidents,provider_subst_complaints,provider_ic_citations,provider_number_of_fines,provider_total_fines_dollars,provider_payment_denials,provider_total_penalties,provider_changed_ownership_12m,form671_total_residents_mean,form671_medicaid_census_mean,form671_medicare_census_mean,form671_medicaid_share_mean,provider_ownership_type,provider_certified_beds,provider_avg_residents_per_day,provider_legal_business_name,provider_chain_name,provider_chain_id,provider_name,provider_state,facility_name_treatment,state_treatment,city_treatment,provider_processing_date,outcome_available_pbj_staffing,has_provider_staffing_outcome,has_star_rating_outcome,has_form671_payer_mix_outcome,sample_main_staffing,sample_provider_staffing,sample_star_ratings,sample_payer_mix_outcome
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165431,TITONKA CARE CENTER,IA,2020,0,,,,,,,,,,,21.031909620991257,3.0,2.5102866861030124,3.0,12.767938775510206,3.0,0,14.85,21.71,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,25.446518155757285,7928.860000000001,43673.55,0.8672058404412066,4.732028427620811,4.92299,4.0,4.0,3.0,4.0,2.0,23.333,3.0,1.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,37.0,26.3,"TITONKA COMMUNITY REST HOME, INC.",,,TITONKA CARE CENTER,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165431,TITONKA CARE CENTER,IA,2021,0,,,,,,,,,,,21.031909620991257,3.0,2.5102866861030124,3.0,12.767938775510206,3.0,0,14.06,20.75,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,20.697670807453417,8810.58,32617.3,1.1669044344413564,4.3227337648891275,,1.0,1.0,3.0,2.0,3.0,26.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,37.0,21.1,"TITONKA COMMUNITY REST HOME, INC.",,,TITONKA CARE CENTER,,,,,2021-11-01,1,0,1,0,1,0,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165431,TITONKA CARE CENTER,IA,2022,0,,,,,,,,,,,21.031909620991257,3.0,2.5102866861030124,3.0,12.767938775510206,3.0,0,15.53,21.49,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,21.443857169400648,7860.81,31472.3,1.0102358531686308,4.047117030594545,4.26444,4.0,,1.0,1.0,3.0,114.333,0.0,1.0,1.0,1.0,12811.5,0.0,1.0,N,,,,,Non profit - Other,37.0,20.5,"TITONKA COMMUNITY REST HOME, INC.",,,TITONKA CARE CENTER,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165431,TITONKA CARE CENTER,IA,2023,0,,,,,,,,,,,21.031909620991257,3.0,2.5102866861030124,3.0,12.767938775510206,3.0,0,14.6,,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,20.53136911397781,6679.96,23237.21,1.202057675993902,4.166476380196234,4.34768,5.0,,2.0,4.0,5.0,76.000,1.0,0.0,,1.0,12811.5,0.0,1.0,N,23.0,5.0,0.0,0.217391304347826,Non profit - Other,37.0,19.8,"TITONKA COMMUNITY REST HOME, INC.",,,TITONKA CARE CENTER,IA,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165431,TITONKA CARE CENTER,IA,2024,0,,,,,,,,,,,21.031909620991257,3.0,2.5102866861030124,3.0,12.767938775510206,3.0,0,,,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,16.196458432871477,8150.55,27172.0,1.4321987255755593,4.752101180100917,5.55688,4.0,,2.0,2.0,4.0,54.333,1.0,0.0,,0.0,0.0,0.0,0.0,N,15.5,3.5,0.75,0.2274247491638796,Non profit - Other,37.0,12.7,"TITONKA COMMUNITY REST HOME, INC.",,,TITONKA CARE CENTER,IA,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165431,Titonka Care Center,IA,2025,0,,,,,,,,,,,21.031909620991257,3.0,2.5102866861030124,3.0,12.767938775510206,3.0,0,,,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,20.45379483640353,6353.67,22702.59,1.1407143714998815,4.077298079428048,4.22418,5.0,,2.0,4.0,5.0,48.000,2.0,1.0,,0.0,0.0,0.0,0.0,N,18.333333333333332,6.333333333333333,1.0,0.3308913308913309,Non profit - Corporation,26.0,19.7,"TITONKA COMMUNITY REST HOME, INC.",,,Titonka Care Center,IA,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165431,Titonka Care Center,IA,2026,0,,,,,,,,,,,21.031909620991257,3.0,2.5102866861030124,3.0,12.767938775510206,3.0,0,,,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,4.16325,5.0,,2.0,4.0,5.0,47.000,,,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,26.0,19.9,"TITONKA COMMUNITY REST HOME, INC.",,,Titonka Care Center,IA,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,LUTHERAN LIVING SENIOR CAMPUS,IA,2016,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,14.6,129.15,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,3.50764,3.0,3.0,1.0,1.0,3.0,59.333,3.0,4.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Church relate,155.0,131.0,THE LUTHERAN HOMES SOCIETY,,,LUTHERAN LIVING SENIOR CAMPUS,,,,,,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,LUTHERAN LIVING SENIOR CAMPUS,IA,2017,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,14.2,138.97,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,275.0,138.80733397037744,19929.25,158452.49,0.5224384791541841,4.152781227799218,3.86294,3.0,3.0,1.0,1.0,3.0,130.167,8.0,9.0,,2.0,119094.0,0.0,2.0,N,,,,,Non profit - Church related,155.0,143.0,THE LUTHERAN HOMES SOCIETY,,,LUTHERAN LIVING SENIOR CAMPUS,,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,LUTHERAN LIVING SENIOR CAMPUS,IA,2018,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,13.46,139.67,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,139.17595888411105,28530.75,207478.5,0.5611113570913218,4.0862073131106955,4.12534,,4.0,,,,141.000,7.0,9.0,,4.0,138226.0,0.0,4.0,N,,,,,Non profit - Church related,155.0,135.2,THE LUTHERAN HOMES SOCIETY,,,LUTHERAN LIVING SENIOR CAMPUS,,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,LUTHERAN LIVING SENIOR CAMPUS,IA,2019,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,15.38,142.53,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,141.70889870998568,30117.83,203765.41,0.5819442544963483,3.940992516390023,3.93737,,3.0,,,,62.500,3.0,4.0,,4.0,138226.0,0.0,4.0,N,,,,,Non profit - Church related,150.0,144.3,THE LUTHERAN HOMES SOCIETY,,,LUTHERAN LIVING SENIOR CAMPUS,,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,LUTHERAN LIVING SENIOR CAMPUS,IA,2020,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,15.33,97.57,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,127.03239966555184,28599.06,189889.42,0.6162922530212975,4.091483840477595,4.27547,4.0,3.0,1.0,2.0,4.0,48.667,1.0,0.0,,1.0,9750.0,0.0,1.0,N,,,,,Non profit - Church related,150.0,120.2,THE LUTHERAN HOMES SOCIETY,,,LUTHERAN LIVING SENIOR CAMPUS,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,LUTHERAN LIVING SENIOR CAMPUS,IA,2021,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,16.56,128.07,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,127.89086438923395,24085.24,178146.18,0.516832405698984,3.82083157462277,3.84396,3.0,3.0,2.0,2.0,4.0,42.000,2.0,2.0,0.0,1.0,9750.0,0.0,1.0,N,,,,,Non profit - Church related,150.0,128.6,THE LUTHERAN HOMES SOCIETY,,,LUTHERAN LIVING SENIOR CAMPUS,,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,LUTHERAN LIVING SENIOR CAMPUS,IA,2022,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,16.31,130.59,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,129.707259648564,23096.41,158832.6,0.4879859349916758,3.3569081521867052,3.17221,2.0,,2.0,2.0,4.0,48.000,1.0,6.0,0.0,2.0,7150.0,0.0,2.0,N,,,,,Non profit - Corporation,155.0,129.6,THE LUTHERAN HOMES SOCIETY,,,LUTHERAN LIVING SENIOR CAMPUS,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,LUTHERAN LIVING SENIOR CAMPUS,IA,2023,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,16.31,,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,132.74253862079948,29236.72,171717.15,0.6009347137405936,3.545300165660886,3.47688,3.0,,2.0,2.0,3.0,51.333,3.0,7.0,2.0,2.0,7150.0,0.0,2.0,N,140.0,76.0,10.0,0.5428571428571428,Non profit - Corporation,155.0,127.1,THE LUTHERAN HOMES SOCIETY,,,LUTHERAN LIVING SENIOR CAMPUS,IA,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,LUTHERAN LIVING SENIOR CAMPUS,IA,2024,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,,,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,127.60776994744386,32129.58,182643.37,0.6871415195010715,3.9198802057462334,3.68721,3.0,,1.0,1.0,3.0,213.167,6.0,17.0,2.0,1.0,6500.0,0.0,1.0,N,140.0,76.0,10.0,0.5428571428571428,Non profit - Church related,155.0,132.8,THE LUTHERAN HOMES SOCIETY,,,LUTHERAN LIVING SENIOR CAMPUS,IA,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,Lutheran Living Senior Campus,IA,2025,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,,,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,119.62645414167154,17827.59,128150.86,0.5436468749185073,3.924179151728529,3.92277,3.0,,1.0,1.0,4.0,143.000,12.0,52.0,2.0,2.0,161683.0,1.0,3.0,N,123.0,68.0,12.0,0.5528455284552846,Non profit - Church related,155.0,117.9,THE LUTHERAN HOMES SOCIETY,,,Lutheran Living Senior Campus,IA,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165432,Lutheran Living Senior Campus,IA,2026,0,,,,,,,,,,,23.69316034985423,3.0,8.5342351797862,3.0,15.005843537414968,3.0,0,,,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,3.95714,3.0,,1.0,1.0,4.0,218.000,,,2.0,3.0,303533.0,1.0,4.0,N,,,,,Non profit - Church related,155.0,117.0,THE LUTHERAN HOMES SOCIETY,,,Lutheran Living Senior Campus,IA,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,FAITH LUTHERAN HOME,IA,2016,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,17.91,46.86,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,3.10465,3.0,5.0,4.0,5.0,5.0,14.000,0.0,3.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Church relate,60.0,43.0,FAITH LUTHERAN HOME,,,FAITH LUTHERAN HOME,,,,,,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,FAITH LUTHERAN HOME,IA,2017,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,16.21,42.96,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,42.76948492328927,11689.27,54444.41,0.7479812325741246,3.4977633797405896,2.82292,2.0,4.0,5.0,5.0,5.0,7.333,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Church related,60.0,48.0,FAITH LUTHERAN HOME,,,FAITH LUTHERAN HOME,,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,FAITH LUTHERAN HOME,IA,2018,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,13.98,48.66,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,48.5246569252004,12650.55,59311.41,0.7154456442465507,3.350658738931272,3.31305,,5.0,,,,6.400,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,60.0,48.4,FAITH LUTHERAN HOME,,,FAITH LUTHERAN HOME,,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,FAITH LUTHERAN HOME,IA,2019,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,14.08,52.31,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,52.15751313903488,13880.4,63708.399999999994,0.729669537825101,3.348983342633584,3.35636,,4.0,,,,8.667,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,60.0,52.2,FAITH LUTHERAN HOME,,,FAITH LUTHERAN HOME,,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,FAITH LUTHERAN HOME,IA,2020,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,15.21,32.83,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,275.0,43.89182194616978,9808.7,44987.14,0.818310812524107,3.7596219167722342,3.76625,4.0,4.0,4.0,5.0,5.0,8.667,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,60.0,46.1,FAITH LUTHERAN HOME,,,FAITH LUTHERAN HOME,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,FAITH LUTHERAN HOME,IA,2021,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,15.71,36.04,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,35.9264386579604,11315.68,49916.17,0.8614225222009002,3.805658838277569,3.73708,4.0,4.0,1.0,2.0,5.0,93.167,0.0,3.0,3.0,23.0,135580.88,0.0,23.0,N,,,,,Non profit - Church related,60.0,34.4,FAITH LUTHERAN HOME,,,FAITH LUTHERAN HOME,,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,FAITH LUTHERAN HOME,IA,2022,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,17.59,37.56,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,37.39262820512821,13178.37,57886.0,0.9765451860256184,4.275784418968595,4.33612,4.0,,1.0,2.0,5.0,88.500,0.0,3.0,3.0,23.0,135580.88,0.0,23.0,N,,,,,Non profit - Church related,60.0,36.2,FAITH LUTHERAN HOME,,,FAITH LUTHERAN HOME,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,FAITH LUTHERAN HOME,IA,2023,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,14.24,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,43.7628696183044,12253.9,63691.28,0.7675410463178716,3.9843854147257662,3.91451,4.0,,2.0,3.0,5.0,56.333,0.0,0.0,,14.0,117929.48,0.0,14.0,N,42.0,12.0,5.0,0.2857142857142857,Non profit - Church related,60.0,43.8,FAITH LUTHERAN HOME,,,FAITH LUTHERAN HOME,IA,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,FAITH LUTHERAN HOME,IA,2024,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,41.5964823220258,12156.92,65448.86,0.7999769015673298,4.309386599952332,,1.0,,5.0,5.0,5.0,0.667,0.0,0.0,,0.0,0.0,0.0,0.0,N,43.25,15.0,5.5,0.3462700090607067,Non profit - Church related,50.0,42.8,FAITH LUTHERAN HOME,,,FAITH LUTHERAN HOME,IA,,,,2024-11-01,1,0,1,1,1,0,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,Faith Lutheran Home,IA,2025,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,39.330190582364494,8295.779999999999,48116.369999999995,0.7720141337305835,4.477310042003295,4.44926,5.0,,4.0,5.0,4.0,9.000,0.0,0.0,,0.0,0.0,0.0,0.0,N,42.333333333333336,15.333333333333334,4.666666666666667,0.3620823620823621,Non profit - Church related,50.0,39.1,FAITH LUTHERAN HOME,,,Faith Lutheran Home,IA,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165433,Faith Lutheran Home,IA,2026,0,,,,,,,,,,,30.187308066083578,3.0,5.788532555879495,3.0,15.62468999028183,3.0,0,,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,4.16456,4.0,,4.0,5.0,5.0,9.000,,,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Church related,50.0,37.4,FAITH LUTHERAN HOME,,,Faith Lutheran Home,IA,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165434,OGDEN MANOR,IA,2016,0,,,,,,,,,,,72.86142079689019,3.0,4.562553935860059,3.0,10.215243926141886,3.0,0,8.69,36.41,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,3.21622,3.0,5.0,1.0,1.0,2.0,142.667,2.0,15.0,,2.0,10660.0,0.0,2.0,N,,,,,For profit - Individual,46.0,37.0,OGDEN MANOR LLC,,,OGDEN MANOR,,,,,,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165434,"ACCURA HEALTHCARE OF OGDEN, LLC",IA,2017,0,,,,,,,,,,,72.86142079689019,3.0,4.562553935860059,3.0,10.215243926141886,3.0,0,8.61,37.88,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,37.955416202155334,5704.5,37456.03,0.4089735928120332,2.70691627044583,3.69079,4.0,3.0,1.0,2.0,2.0,96.500,3.0,13.0,,2.0,20265.0,0.0,2.0,N,,,,,Non profit - Corporation,46.0,38.0,OGDEN MANOR LLC,,,"ACCURA HEALTHCARE OF OGDEN, LLC",,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165434,"ACCURA HEALTHCARE OF OGDEN, LLC",IA,2018,0,,,,,,,,,,,72.86142079689019,3.0,4.562553935860059,3.0,10.215243926141886,3.0,0,10.97,36.52,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,37.792744332961725,12121.25,44768.22,0.8804139997935091,3.2491083065479236,3.39233,,5.0,,,,82.400,3.0,15.0,,2.0,38779.0,1.0,3.0,N,,,,,For profit - Corporation,46.0,38.3,OGDEN MANOR LLC,,,"ACCURA HEALTHCARE OF OGDEN, LLC",,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165434,"ACCURA HEALTHCARE OF OGDEN, LLC",IA,2019,0,,,,,,,,,,,72.86142079689019,3.0,4.562553935860059,3.0,10.215243926141886,3.0,0,9.65,41.57,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,42.125216329564154,9700.89,46534.33,0.632509991743739,3.02687117907054,3.22313,,4.0,,,,83.000,2.0,7.0,,2.0,35391.0,1.0,3.0,N,,,,,For profit - Corporation,46.0,40.8,OGDEN MANOR LLC,,,"ACCURA HEALTHCARE OF OGDEN, LLC",,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165434,"ACCURA HEALTHCARE OF OGDEN, LLC",IA,2020,0,,,,,,,,,,,72.86142079689019,3.0,4.562553935860059,3.0,10.215243926141886,3.0,0,11.77,31.27,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,275.0,41.5351966873706,9284.41,36812.240000000005,0.8159158496388778,3.2271258036233044,3.18402,3.0,3.0,1.0,1.0,4.0,82.333,2.0,7.0,,2.0,35391.0,1.0,3.0,N,,,,,For profit - Corporation,46.0,42.5,OGDEN MANOR LLC,,,"ACCURA HEALTHCARE OF OGDEN, LLC",,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,165434,"ACCURA HEALTHCARE OF OGDEN, LLC",IA,2021,0,,,,,,,,,,,72.86142079689019,3.0,4.562553935860059,3.0,10.215243926141886,3.0,0,11.97,40.5,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,273.0,41.04533896055636,9150.06,33479.77,0.8239031330253269,2.9999350208969147,2.97962,3.0,4.0,2.0,3.0,5.0,52.167,1.0,3.0,1.0,2.0,35391.2,0.0,2.0,N,,,,,For profit - Corporation,46.0,40.8,OGDEN MANOR LLC,,,"ACCURA HEALTHCARE OF OGDEN, LLC",,,,,2021-11-01,1,1,1,0,1,1,1,0
